protocol_name_raw,symbol,category,chains,tvl_max,audit_firms,audit_score_max,audit_score_mean,last_audit_date,audit_sources,audit_firm_count,has_audit,audit_score,any_top_firm,proto_norm,slug,name,symbol_llama,category_llama,tvl,chains_llama
KuSwap,KUS,Dexs,['Kucoin'],239191.15122882617,[],,,,['api'],0,0,,0,kuswap,kuswap,KuSwap,KUS,Dexs,194469.46850502767,Kucoin
Kuu Finance,-,Dexs,['Avalanche'],11300.58012866533,[],,,,['api'],0,0,,0,kuu finance,kuu-finance,Kuu Finance,-,Dexs,11300.58012866533,Avalanche
Kwenta,KWENTA,Derivatives,['nan'],0.0,[],,,,['api'],0,0,,0,kwenta,kwenta,Kwenta,KWENTA,Derivatives,0.0,
KwikSwap,KWIK,Dexs,['Multi-Chain'],85574.12036786404,[],,,,['api'],0,0,,0,kwikswap,kwikswap,KwikSwap,KWIK,Dexs,65504.0890141728,Ethereum;Binance;Polygon;Shiden
KyberSwap Aggregator,KNC,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0,kyberswap aggregator,kyberswap-aggregator,KyberSwap Aggregator,KNC,DEX Aggregator,,
KyberSwap Classic,KNC,Dexs,['Multi-Chain'],1370246.9280900704,[],,,,['api'],0,0,,0,kyberswap classic,kyberswap-classic,KyberSwap Classic,KNC,Dexs,1191753.1016066985,Ethereum;Polygon;Avalanche;Binance;Optimism;Bittorrent;zkSync Era;Scroll;Linea;Arbitrum;Cronos;Fantom;Velas;Oasis;Aurora
KyberSwap Elastic,KNC,Dexs,['Multi-Chain'],156628.60869941072,[],,,,['api'],0,0,,0,kyberswap elastic,kyberswap-elastic,KyberSwap Elastic,KNC,Dexs,143659.629853929,Linea;Scroll;Arbitrum;Optimism;Polygon;Ethereum;Binance;Base;Avalanche;Fantom;Cronos
KyberSwap FairFlow,KNC,Yield Aggregator,['nan'],,[],,,,['api'],0,0,,0,kyberswap fairflow,kyberswap-fairflow,KyberSwap FairFlow,KNC,Yield Aggregator,,
Kyborg Exchange,-,Dexs,['Arbitrum'],0.25956478354588,[],,,,['api'],0,0,,0,kyborg exchange,kyborg-exchange,Kyborg Exchange,-,Dexs,0.25956478354588,Arbitrum
KYEX,-,Dexs,['nan'],,[],,,,['api'],0,0,,0,kyex,kyex,KYEX,-,Dexs,,
Kyo Finance,-,Dexs,['Soneium'],10786231.870990168,[],,,,['api'],0,0,,0,kyo finance,kyo-finance,Kyo Finance,-,Dexs,3321046.633921134,Soneium
KyotoSwap,KSWAP,Dexs,['Binance'],193693.49494215657,[],,,,['api'],0,0,,0,kyotoswap,kyotoswap,KyotoSwap,KSWAP,Dexs,63960.49067846152,Binance
Kyrios Finance,KYRIOS,Yield,['Fantom'],349.8093846569553,[],,,,['api'],0,0,,0,kyrios finance,kyrios-finance,Kyrios Finance,KYRIOS,Yield,145.96259725418383,Fantom
Kyros,-,Liquid Restaking,['Solana'],36011285.383530565,[],,,,['api'],0,0,,0,kyros,kyros,Kyros,-,Liquid Restaking,10016739.41908788,Solana
L2BEAT,-,Services,['nan'],0.0,[],,,,['api'],0,0,,0,l2beat,l2beat,L2BEAT,-,Services,0.0,
L2FINANCE,-,Lending,['Arbitrum'],517.519350097068,[],,,,['api'],0,0,,0,l2finance,l2finance,L2FINANCE,-,Lending,460.5049658530592,Arbitrum
L2X.pro,-,Dexs,['Astar zkEVM'],1432.595910571275,[],,,,['api'],0,0,,0,l2x.pro,l2x.pro,L2X.pro,-,Dexs,1432.595910571275,Astar zkEVM
Laari Finance,Laari,Yield Aggregator,['Base'],0.036074408744787,[],,,,['api'],0,0,,0,laari finance,laari-finance,Laari Finance,Laari,Yield Aggregator,0.036074408744787,Base
LAB Terminal,LAB,Trading App,['nan'],,[],,,,['api'],0,0,,0,lab terminal,lab-terminal,LAB Terminal,LAB,Trading App,,
Lachain Yield Market,-,Yield,['Lachain'],0.0,[],,,,['api'],0,0,,0,lachain yield market,lachain-yield-market,Lachain Yield Market,-,Yield,0.0,Lachain
LaDAO Xocolatl,-,CDP,['Multi-Chain'],25540.409481708848,[],,,,['api'],0,0,,0,ladao xocolatl,ladao-xocolatl,LaDAO Xocolatl,-,CDP,19423.870238789983,Polygon;Binance
Ladex Exchange,-,Dexs,['Lachain'],16594.941282288648,[],,,,['api'],0,0,,0,ladex exchange,ladex-exchange,Ladex Exchange,-,Dexs,16594.941282288648,Lachain
Lago Bridge,-,Bridge,['Ethereum'],5.0984955e-05,[],,,,['api'],0,0,,0,lago bridge,lago-bridge,Lago Bridge,-,Bridge,5.0982571669487106e-05,Ethereum
Lagoon,-,Onchain Capital Allocator,['Multi-Chain'],199112849.30600336,[],,,,['api'],0,0,,0,lagoon,lagoon,Lagoon,-,Onchain Capital Allocator,154749657.88766804,Ethereum;Avalanche;Base;Arbitrum;Monad;TAC;Linea;Plasma;Optimism;Katana;Mantle;Polygon;Berachain;Sonic;World Chain;Unichain
Laika AI,LKI,AI Agents,['Binance'],0.0,[],,,,['api'],0,0,,0,laika ai,laika-ai,Laika AI,LKI,AI Agents,0.0,Binance
Laine SOL,-,Liquid Staking,['Solana'],26749821.203435265,[],,,,['api'],0,0,,0,laine sol,laine-sol,Laine SOL,-,Liquid Staking,17693665.69140374,Solana
Lair Finance,-,Liquid Staking,['Multi-Chain'],22762457.083704796,[],,,,['api'],0,0,,0,lair finance,lair-finance,Lair Finance,-,Liquid Staking,7717632.432454992,Klaytn;Somnia;Berachain
Lama Miner,LAMA,Ponzi,['Avalanche'],8.092628330919846,[],,,,['api'],0,0,,0,lama miner,lama-miner,Lama Miner,LAMA,Ponzi,0.5603483046962648,Avalanche
Laminar,-,Dexs,['Hyperliquid L1'],255459.576221731,[],,,,['api'],0,0,,0,laminar,laminar,Laminar,-,Dexs,60668.6981942295,Hyperliquid L1
Lander,-,Lending,['Binance'],11591.180553153154,[],,,,['api'],0,0,,0,lander,lander,Lander,-,Lending,10226.892565217457,Binance
Landshare,LAND,RWA,['Binance'],621185.81,[],,,,['api'],0,0,,0,landshare,landshare,Landshare,LAND,RWA,620278.41,Binance
LandX Finance,LNDX,RWA,['Ethereum'],2034533.609083393,[],,,,['api'],0,0,,0,landx finance,landx-finance,LandX Finance,LNDX,RWA,1988045.5656334131,Ethereum
LanternSwap,-,Dexs,['Kava'],0.0,[],,,,['api'],0,0,,0,lanternswap,lanternswap,LanternSwap,-,Dexs,0.0,Kava
Lara Protocol,LARA,Liquid Staking,['Taraxa'],570168.1359589373,[],,,,['api'],0,0,,0,lara protocol,lara-protocol,Lara Protocol,LARA,Liquid Staking,24153.314172517246,Taraxa
Larix,LARIX,Lending,['Solana'],2097838.665498886,[],,,,['api'],0,0,,0,larix,larix,Larix,LARIX,Lending,1416025.9704072326,Solana
LaserSwap,-,Dexs,['ThunderCore'],209125.41419322905,[],,,,['api'],0,0,,0,laserswap,laserswap,LaserSwap,-,Dexs,147194.55833512227,ThunderCore
Latch,-,Yield,['Ethereum'],21492249.10286385,[],,,,['api'],0,0,,0,latch,latch,Latch,-,Yield,16225556.00787668,Ethereum
Latoken,-,CEX,['Multi-Chain'],740450.5827758373,[],,,,['api'],0,0,,0,latoken,latoken,Latoken,-,CEX,444698.8924039753,Ethereum;Solana;Binance;Terra;Polygon;Tron;Algorand;Cosmos;Tezos;EthereumClassic;Optimism;EOS;Terra2;Cardano;Elrond;Bitcoin;Zilliqa;Polkadot;Avalanche
LatteSwap,LATTE,Dexs,['Binance'],76888.50074198977,[],,,,['api'],0,0,,0,latteswap,latteswap,LatteSwap,LATTE,Dexs,68956.44611001882,Binance
Launch Coin on Believe,LAUNCHCOIN,Launchpad,['nan'],,[],,,,['api'],0,0,,0,launch coin on believe,launch-coin-on-believe,Launch Coin on Believe,LAUNCHCOIN,Launchpad,,
LaunchLab,RAY,Launchpad,['nan'],,[],,,,['api'],0,0,,0,launchlab,launchlab,LaunchLab,RAY,Launchpad,,
Lava,-,Lending,['Multi-Chain'],380.4105073094352,[],,,,['api'],0,0,,0,lava,lava,Lava,-,Lending,380.4105073094352,Base;Arbitrum
Lavafall,Lavafall,Yield,['Fantom'],137.4348890704911,[],,,,['api'],0,0,,0,lavafall,lavafall,Lavafall,Lavafall,Yield,44.611402916451155,Fantom
Lavarage,-,Derivatives,['Solana'],1674719.880841232,[],,,,['api'],0,0,,0,lavarage,lavarage,Lavarage,-,Derivatives,1050528.2460692602,Solana
Layer2 Finance,-,Yield,['Ethereum'],208993.1394340142,[],,,,['api'],0,0,,0,layer2 finance,layer2-finance,Layer2 Finance,-,Yield,209194.22857260687,Ethereum
LayerBank,LAB,Lending,['Multi-Chain'],37942335.21591483,[],,,,['api'],0,0,,0,layerbank,layerbank,LayerBank,LAB,Lending,7515262.601320597,Manta;Linea;RSK;Scroll;Hemi;BOB;BSquared;Plume Mainnet;Morph;Taiko;Mint;zkLink;Bitlayer;Nibiru;Binance;Mode
LayerZero,ZRO,Bridge,['nan'],,[],,,,['api'],0,0,,0,layerzero,layerzero,LayerZero,ZRO,Bridge,,
Lazy Summer Protocol,SUMR,Yield Aggregator,['Multi-Chain'],180478402.0797221,[],,,,['api'],0,0,,0,lazy summer protocol,lazy-summer-protocol,Lazy Summer Protocol,SUMR,Yield Aggregator,89618103.38998042,Ethereum;Base;Arbitrum;Sonic
LazyFi,-,Gaming,['Near'],40.667133225919265,[],,,,['api'],0,0,,0,lazyfi,lazyfi,LazyFi,-,Gaming,25.69608767268239,Near
LazyOtter Finance,-,Yield Aggregator,['Scroll'],3220.638417226483,[],,,,['api'],0,0,,0,lazyotter finance,lazyotter-finance,LazyOtter Finance,-,Yield Aggregator,2512.572159066831,Scroll
LBank,-,CEX,['Multi-Chain'],15071560.35543055,[],,,,['api'],0,0,,0,lbank,lbank,LBank,-,CEX,15083301.722452523,Ethereum;Bitcoin
LeagueDAO,LEAG,Reserve Currency,['Ethereum'],0.0,[],,,,['api'],0,0,,0,leaguedao,leaguedao,LeagueDAO,LEAG,Reserve Currency,0.0,Ethereum
Leaper Finance,-,Lending,['Blast'],0.2770140000000122,[],,,,['api'],0,0,,0,leaper finance,leaper-finance,Leaper Finance,-,Lending,0.2770140000000122,Blast
Leech Protocol,-,Yield Aggregator,['Multi-Chain'],39727.93281875324,[],,,,['api'],0,0,,0,leech protocol,leech-protocol,Leech Protocol,-,Yield Aggregator,21878.502850670335,Binance;Optimism;Avalanche
LeetSwap,LEET,Dexs,['Multi-Chain'],294685.629684396,[],,,,['api'],0,0,,0,leetswap,leetswap,LeetSwap,LEET,Dexs,232268.1444780272,Base;Op_Bnb;Manta;Linea;Shibarium;Polygon zkEVM;Canto;Scroll
Legacy Canary Protocol,-,Yield Aggregator,['Plume Mainnet'],13482.913787691214,[],,,,['api'],0,0,,0,legacy canary protocol,legacy-canary-protocol,Legacy Canary Protocol,-,Yield Aggregator,8543.028760002428,Plume Mainnet
Legacy Network,LGCT,Farm,['nan'],,[],,,,['api'],0,0,,0,legacy network,legacy-network,Legacy Network,LGCT,Farm,,
Legion,-,Launchpad,['Ethereum'],194980682.88633192,[],,,,['api'],0,0,,0,legion,legion,Legion,-,Launchpad,7012982.489806243,Ethereum
Lemma,-,Derivatives,['Optimism'],10809.569383660635,[],,,,['api'],0,0,,0,lemma,lemma,Lemma,-,Derivatives,9966.724234659485,Optimism
LemonBlast,LEMON,Farm,['Blast'],1.32633581724e-13,[],,,,['api'],0,0,,0,lemonblast,lemonblast,LemonBlast,LEMON,Farm,1.1336376902778916e-13,Blast
LemonSwap,LEMON,Yield,['Binance'],4757.837761799137,[],,,,['api'],0,0,,0,lemonswap,lemonswap,LemonSwap,LEMON,Yield,4031.4268168000112,Binance
LemonX,-,Derivatives,['CORE'],127.16469382981902,[],,,,['api'],0,0,,0,lemonx,lemonx,LemonX,-,Derivatives,127.03952374096004,CORE
Lemuria Finance,LEMUR,Yield Aggregator,['Milkomeda'],0.0,[],,,,['api'],0,0,,0,lemuria finance,lemuria-finance,Lemuria Finance,LEMUR,Yield Aggregator,0.0,Milkomeda
LendeXe Finance,LEXE,Lending,['Ethereum'],11444.661532245373,[],,,,['api'],0,0,,0,lendexe finance,lendexe-finance,LendeXe Finance,LEXE,Lending,10939.566351479292,Ethereum
LendFlare,LFT,Lending,['Ethereum'],1621811.3581259076,[],,,,['api'],0,0,,0,lendflare,lendflare,LendFlare,LFT,Lending,1342583.474903539,Ethereum
LendHub,LHB,Lending,['Heco'],0.0,[],,,,['api'],0,0,,0,lendhub,lendhub,LendHub,LHB,Lending,0.0,Heco
Lending Pond,-,Lending,['Cardano'],5109.851241,[],,,,['api'],0,0,,0,lending pond,lending-pond,Lending Pond,-,Lending,2508.684193059953,Cardano
Lendle Earn,LEND,Onchain Capital Allocator,['Mantle'],3349165.189450973,[],,,,['api'],0,0,,0,lendle earn,lendle-earn,Lendle Earn,LEND,Onchain Capital Allocator,867260.8877232163,Mantle
Lendle Isolated Markets,LEND,Lending,['Mantle'],2765184.3310073437,[],,,,['api'],0,0,,0,lendle isolated markets,lendle-isolated-markets,Lendle Isolated Markets,LEND,Lending,923001.564262382,Mantle
Lendle Pooled Markets,LEND,Lending,['Mantle'],13799990.797186349,[],,,,['api'],0,0,,0,lendle pooled markets,lendle-pooled-markets,Lendle Pooled Markets,LEND,Lending,8129498.867854816,Mantle
Lendle Yield,LEND,Yield,['Mantle'],14822.227454262347,[],,,,['api'],0,0,,0,lendle yield,lendle-yield,Lendle Yield,LEND,Yield,11342.22820929956,Mantle
LendLord,-,Lending,['Manta'],1115.63381860484,[],,,,['api'],0,0,,0,lendlord,lendlord,LendLord,-,Lending,909.4249965855896,Manta
Lendora Protocol,LORA,Lending,['Scroll'],0.0,[],,,,['api'],0,0,,0,lendora protocol,lendora-protocol,Lendora Protocol,LORA,Lending,0.0,Scroll
lendOS,-,Lending,['Multi-Chain'],153546.21253319774,[],,,,['api'],0,0,,0,lendos,lendos,lendOS,-,Lending,54946.61591818376,Neon;Hemi
Lenen,LEN,Lending,['Vision'],656413.391496813,[],,,,['api'],0,0,,0,lenen,lenen,Lenen,LEN,Lending,641490.5055434966,Vision
Lenfi,AADA,Lending,['Cardano'],5083803.596810321,[],,,,['api'],0,0,,0,lenfi,lenfi,Lenfi,AADA,Lending,1344033.16232485,Cardano
leNFT,LE,NFT Marketplace,['Ethereum'],1254.4859208118444,[],,,,['api'],0,0,,0,lenft,lenft,leNFT,LE,NFT Marketplace,934.0827425677088,Ethereum
Lens Chain,-,Canonical Bridge,['Ethereum'],1598825.5742232036,[],,,,['api'],0,0,,0,lens chain,lens-chain,Lens Chain,-,Canonical Bridge,1198762.9828644064,Ethereum
Lens Protocol,-,SoFi,['nan'],,[],,,,['api'],0,0,,0,lens protocol,lens-protocol,Lens Protocol,-,SoFi,,
LeonicornSwap,LEON,Dexs,['Binance'],2864.3824358778206,[],,,,['api'],0,0,,0,leonicornswap,leonicornswap,LeonicornSwap,LEON,Dexs,2736.0702445913903,Binance
LessGas,-,Launchpad,['Map'],0.0,[],,,,['api'],0,0,,0,lessgas,lessgas,LessGas,-,Launchpad,0.0,Map
Lets Get HAI,KITE,CDP,['Optimism'],4825231.390888822,[],,,,['api'],0,0,,0,lets get hai,lets-get-hai,Lets Get HAI,KITE,CDP,3326860.402868536,Optimism
letsBONK.fun,-,Launchpad,['nan'],,[],,,,['api'],0,0,,0,letsbonk.fun,letsbonk.fun,letsBONK.fun,-,Launchpad,,
Levana Perps,LVN,Derivatives,['Multi-Chain'],4156649.9198865,[],,,,['api'],0,0,,0,levana perps,levana-perps,Levana Perps,LVN,Derivatives,1427186.5830622208,Osmosis;Neutron;Sei;Injective
Level,-,CDP,['Ethereum'],7354332.239789945,[],,,,['api'],0,0,,0,level,level,Level,-,CDP,1343071.680154188,Ethereum
Level AMM,LVL,Dexs,['nan'],,[],,,,['api'],0,0,,0,level amm,level-amm,Level AMM,LVL,Dexs,,
Level Perps,LVL,Derivatives,['Multi-Chain'],1056447.0090480575,[],,,,['api'],0,0,,0,level perps,level-perps,Level Perps,LVL,Derivatives,327836.33904748195,Arbitrum;Binance
Levinswap,LEVIN,Dexs,['xDai'],376953.0766223303,[],,,,['api'],0,0,,0,levinswap,levinswap,Levinswap,LEVIN,Dexs,346283.9626248206,xDai
Levva,-,Liquidity manager,['Multi-Chain'],576209.3716148876,[],,,,['api'],0,0,,0,levva,levva,Levva,-,Liquidity manager,805810.357023113,Base;Ethereum;Arbitrum;Blast;Linea
Levvy for NFTs,-,NFT Lending,['Cardano'],86978.2132411096,[],,,,['api'],0,0,,0,levvy for nfts,levvy-for-nfts,Levvy for NFTs,-,NFT Lending,8957.237738994922,Cardano
Levvy for Tokens,-,Lending,['Cardano'],986606.4189247458,[],,,,['api'],0,0,,0,levvy for tokens,levvy-for-tokens,Levvy for Tokens,-,Lending,329588.7236018248,Cardano
Lexer Markets,LEX,Derivatives,['Arbitrum'],58.88980373670123,[],,,,['api'],0,0,,0,lexer markets,lexer-markets,Lexer Markets,LEX,Derivatives,47.8014334306797,Arbitrum
LFGSwap Arbitrum,LFG,Dexs,['Arbitrum'],19528.0194202306,[],,,,['api'],0,0,,0,lfgswap arbitrum,lfgswap-arbitrum,LFGSwap Arbitrum,LFG,Dexs,5158.470669551331,Arbitrum
LFGSwap Core,LFG,Dexs,['CORE'],62982.563111381394,[],,,,['api'],0,0,,0,lfgswap core,lfgswap-core,LFGSwap Core,LFG,Dexs,18621.563436485176,CORE
LFGSwap EthereumPoW,LFG,Dexs,['EthereumPoW'],34153.520693820465,[],,,,['api'],0,0,,0,lfgswap ethereumpow,lfgswap-ethereumpow,LFGSwap EthereumPoW,LFG,Dexs,19124.3613159768,EthereumPoW
LFGSwap XLayer,LFG,Dexs,['X Layer'],137727.616254949,[],,,,['api'],0,0,,0,lfgswap xlayer,lfgswap-xlayer,LFGSwap XLayer,LFG,Dexs,5264.53699402754,X Layer
LFJ Aggregator,JOE,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0,lfj aggregator,lfj-aggregator,LFJ Aggregator,JOE,DEX Aggregator,,
LI.FI Bridge Aggregator,-,Bridge Aggregator,['nan'],,[],,,,['api'],0,0,,0,li.fi bridge aggregator,li.fi-bridge-aggregator,LI.FI Bridge Aggregator,-,Bridge Aggregator,,
LI.FI DEX Aggregator,-,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0,li.fi dex aggregator,li.fi-dex-aggregator,LI.FI DEX Aggregator,-,DEX Aggregator,,
Libero Financial,LIBERO,Yield,['Binance'],0.0,[],,,,['api'],0,0,,0,libero financial,libero-financial,Libero Financial,LIBERO,Yield,0.0,Binance
Libre Swap,-,Dexs,['Libre'],151630.865575,[],,,,['api'],0,0,,0,libre swap,libre-swap,Libre Swap,-,Dexs,151587.5027461267,Libre
Lido,LDO,Liquid Staking,['Multi-Chain'],35550630203.9009,[],,,,['api'],0,0,,0,lido,lido,Lido,LDO,Liquid Staking,27619563017.007298,Ethereum;Solana;Moonbeam;Moonriver;Terra
Lido Impact Staking,-,Liquid Staking,['Ethereum'],662092.7378982775,[],,,,['api'],0,0,,0,lido impact staking,lido-impact-staking,Lido Impact Staking,-,Liquid Staking,423397.1301223055,Ethereum
Lien,LIEN,Options,['Ethereum'],370216.03641169856,[],,,,['api'],0,0,,0,lien,lien,Lien,LIEN,Options,277580.2683197308,Ethereum
Lif3 Swap,LIF3,Dexs,['Multi-Chain'],265974.4339773077,[],,,,['api'],0,0,,0,lif3 swap,lif3-swap,Lif3 Swap,LIF3,Dexs,111832.5578926043,Polygon;Tombchain;Binance
Lif3 Trade,LIF3,Derivatives,['Multi-Chain'],9.328083734079522,[],,,,['api'],0,0,,0,lif3 trade,lif3-trade,Lif3 Trade,LIF3,Derivatives,8.185987617879297,Binance;Fantom
LIFE,LIFE,Farm,['Fantom'],488.5683451517758,[],,,,['api'],0,0,,0,life,life,LIFE,LIFE,Farm,192.49576036716496,Fantom
Life DAO,LF,Reserve Currency,['Avalanche'],137.7914495987104,[],,,,['api'],0,0,,0,life dao,life-dao,Life DAO,LF,Reserve Currency,85.31527751937905,Avalanche
Lifinity V1,LFNTY,Dexs,['Solana'],96737.57154286478,[],,,,['api'],0,0,,0,lifinity v1,lifinity-v1,Lifinity V1,LFNTY,Dexs,79479.868013575,Solana
Lifinity V2,LFNTY,Dexs,['Multi-Chain'],11200103.592245469,[],,,,['api'],0,0,,0,lifinity v2,lifinity-v2,Lifinity V2,LFNTY,Dexs,50381.435228047434,Eclipse;Solana
Lighter Bridge,-,Bridge,['Multi-Chain'],731344836.6594905,[],,,,['api'],0,0,,0,lighter bridge,lighter-bridge,Lighter Bridge,-,Bridge,1280470225.6770604,Ethereum;Arbitrum
Lighter Perps,-,Derivatives,['nan'],,[],,,,['api'],0,0,,0,lighter perps,lighter-perps,Lighter Perps,-,Derivatives,,
Lighter V1,-,Dexs,['Arbitrum'],78.905204939136,[],,,,['api'],0,0,,0,lighter v1,lighter-v1,Lighter V1,-,Dexs,73.86744201728592,Arbitrum
Lightning Network,-,Payments,['Bitcoin'],439910650.2871544,[],,,,['api'],0,0,,0,lightning network,lightning-network,Lightning Network,-,Payments,475312497.1552504,Bitcoin
Lila Finance,LILA,Lending,['Arbitrum'],305.2306465178007,[],,,,['api'],0,0,,0,lila finance,lila-finance,Lila Finance,LILA,Lending,307.83419136006984,Arbitrum
Liminal,-,Basis Trading,['Hyperliquid L1'],64348764.91795622,[],,,,['api'],0,0,,0,liminal,liminal,Liminal,-,Basis Trading,20488362.74212892,Hyperliquid L1
Limitless,-,Derivatives,['Multi-Chain'],2322.558315681646,[],,,,['api'],0,0,,0,limitless,limitless,Limitless,-,Derivatives,2286.3871439583672,Arbitrum;Base;Linea
Limitless Exchange,-,Prediction Market,['Base'],553437.9398630175,[],,,,['api'],0,0,,0,limitless exchange,limitless-exchange,Limitless Exchange,LMTS,Prediction Market,624433.5202269638,Base
LINE Token,LINE,CDP,['Kava'],19424.077098860253,[],,,,['api'],0,0,,0,line token,line-token,LINE Token,LINE,CDP,7217.178723672393,Kava
LINE Token Rewards,-,Staking Pool,['nan'],,[],,,,['api'],0,0,,0,line token rewards,line-token-rewards,LINE Token Rewards,-,Staking Pool,,
Linea Bridge,-,Canonical Bridge,['Ethereum'],2577457150.7770123,[],,,,['api'],0,0,,0,linea bridge,linea-bridge,Linea Bridge,-,Canonical Bridge,719826831.467356,Ethereum
Linear Finance,LINA,Derivatives,['Binance'],8242.879743921323,[],,,,['api'],0,0,,0,linear finance,linear-finance,Linear Finance,LINA,Derivatives,7154.982598628974,Binance
LiNEAR Protocol,LNR,Liquid Staking,['Near'],69767088.86517821,[],,,,['api'],0,0,,0,linear protocol,linear-protocol,LiNEAR Protocol,LNR,Liquid Staking,48290718.259184524,Near
LineHub Perps,-,Derivatives,['Linea'],29491.522048378232,[],,,,['api'],0,0,,0,linehub perps,linehub-perps,LineHub Perps,-,Derivatives,0.0,Linea
LineHub V2,-,Dexs,['Linea'],922.1996922036068,[],,,,['api'],0,0,,0,linehub v2,linehub-v2,LineHub V2,-,Dexs,352.31100107807777,Linea
LineHub V3,-,Dexs,['Linea'],4163.342985208419,[],,,,['api'],0,0,,0,linehub v3,linehub-v3,LineHub V3,-,Dexs,1399.393009568038,Linea
Linkswap,-,Dexs,['zkLink'],38339.51011363034,[],,,,['api'],0,0,,0,linkswap,linkswap,Linkswap,-,Dexs,30344.826772855668,zkLink
LinqAI,LNQ,Farm,['Ethereum'],0.0,[],,,,['api'],0,0,,0,linqai,linqai,LinqAI,LNQ,Farm,0.0,Ethereum
Lion Commerce,LION,Services,['Kava'],0.0,[],,,,['api'],0,0,,0,lion commerce,lion-commerce,Lion Commerce,LION,Services,0.0,Kava
LionDEX,LION,Derivatives,['Arbitrum'],0.3820514938500716,[],,,,['api'],0,0,,0,liondex,liondex,LionDEX,LION,Derivatives,0.3820514938500716,Arbitrum
Liqee,LQE,Lending,['Multi-Chain'],453.20409763987215,[],,,,['api'],0,0,,0,liqee,liqee,Liqee,LQE,Lending,380.68120523144455,Binance;Ethereum
Liquid Agents,-,Liquid Staking,['Sui'],160112.6567055984,[],,,,['api'],0,0,,0,liquid agents,liquid-agents,Liquid Agents,-,Liquid Staking,8475.369558293383,Sui
Liquid Bolt,-,Yield,['Multi-Chain'],433.4923531596045,[],,,,['api'],0,0,,0,liquid bolt,liquid-bolt,Liquid Bolt,-,Yield,295.9196932638074,Binance;Arbitrum;Fantom;Polygon
Liquid Collective,LsETH,Liquid Staking,['Ethereum'],1500511063.2609472,[],,,,['api'],0,0,,0,liquid collective,liquid-collective,Liquid Collective,-,Liquid Staking,895530564.8839391,Ethereum
Liquid Driver,LQDR,Yield,['Multi-Chain'],423628.706231661,[],,,,['api'],0,0,,0,liquid driver,liquid-driver,Liquid Driver,LQDR,Yield,225111.3333816175,Fantom;Binance
Liquid Finance,LIQD,Yield,['Arbitrum'],106533.81491021885,[],,,,['api'],0,0,,0,liquid finance,liquid-finance,Liquid Finance,LIQD,Yield,80210.29731989297,Arbitrum
Liquid Finance Protocol,-,Liquid Staking,['Archway'],18697.420919554635,[],,,,['api'],0,0,,0,liquid finance protocol,liquid-finance-protocol,Liquid Finance Protocol,-,Liquid Staking,9795.80628671021,Archway
Liquid Perps,-,Interface,['nan'],,[],,,,['api'],0,0,,0,liquid perps,liquid-perps,Liquid Perps,-,Interface,,
Liquid Ron,-,Liquid Staking,['Ronin'],2945701.3705405784,[],,,,['api'],0,0,,0,liquid ron,liquid-ron,Liquid Ron,-,Liquid Staking,854297.2903317336,Ronin
Liquidity Finance,-,Dexs,['Kava'],0.0,[],,,,['api'],0,0,,0,liquidity finance,liquidity-finance,Liquidity Finance,-,Dexs,0.0,Kava
Liquidity House,-,Prediction Market,['Etherlink'],675260.812267609,[],,,,['api'],0,0,,0,liquidity house,liquidity-house,Liquidity House,-,Prediction Market,454230.4211496273,Etherlink
LiquidLaunch,-,Launchpad,['nan'],,[],,,,['api'],0,0,,0,liquidlaunch,liquidlaunch,LiquidLaunch,-,Launchpad,,
LiquidLoans,LOAN,CDP,['Pulse'],22106359.58778064,[],,,,['api'],0,0,,0,liquidloans,liquidloans,LiquidLoans,LOAN,CDP,8077667.341214304,Pulse
LiquidOps,LQD,Lending,['AO'],154785.9600474878,[],,,,['api'],0,0,,0,liquidops,liquidops,LiquidOps,LQD,Lending,45211.39256484981,AO
Liquidrium,-,Yield,['Multi-Chain'],916.9381644167324,[],,,,['api'],0,0,,0,liquidrium,liquidrium,Liquidrium,-,Yield,916.9381644167324,Polygon;Arbitrum;Ethereum
LiquidSwap,LSD,Dexs,['Aptos'],9545339.980538052,[],,,,['api'],0,0,,0,liquidswap,liquidswap,LiquidSwap,LSD,Dexs,1948745.3048930129,Aptos
Liquidswap HL,LIQD,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0,liquidswap hl,liquidswap-hl,Liquidswap HL,LIQD,DEX Aggregator,,
Liquify,Liquify,Dexs,['CORE'],21.138515841485265,[],,,,['api'],0,0,,0,liquify,liquify,Liquify,Liquify,Dexs,21.138515841485265,CORE
Liquis,LIQ,Yield,['Ethereum'],1970403.9326381988,[],,,,['api'],0,0,,0,liquis,liquis,Liquis,LIQ,Yield,709770.2287415987,Ethereum
Liquity V1,LQTY,CDP,['Ethereum'],330911811.0385154,[],,,,['api'],0,0,,0,liquity v1,liquity-v1,Liquity V1,LQTY,CDP,243514515.24326476,Ethereum
Liquity V2,LQTY,CDP,['Ethereum'],156502916.67344296,[],,,,['api'],0,0,,0,liquity v2,liquity-v2,Liquity V2,LQTY,CDP,132885015.2254566,Ethereum
LiquiX,-,Liquidity manager,['Multi-Chain'],12305.919641155231,[],,,,['api'],0,0,,0,liquix,liquix,LiquiX,-,Liquidity manager,10390.43294695776,Blast;Arbitrum;Optimism;Polygon
